lat,lon
24.226999999999997,120.805
22.932,120.18
24.114,120.684
24.166,120.678
24.06,120.667
23.241,120.126
24.662,121.766
22.76,120.305
23.276,120.721
25.061999999999998,121.45100000000001
24.096999999999998,120.685
23.173000000000002,120.485
23.191,120.22
22.656,120.27600000000001
25.061999999999998,121.45100000000001
35.201,128.805
23.256999999999998,120.37100000000001
24.136,120.635
24.273000000000003,120.65799999999999
23.089000000000002,120.1
34.929,128.121
22.914,120.272
23.219,120.161
23.254,120.249
24.168000000000003,120.573
23.897,120.419
24.999000000000002,121.57
24.308000000000003,120.704
22.916999999999998,120.56700000000001
24.156999999999996,120.82799999999999
22.711,120.295
35.278,128.40200000000002
24.035,120.72399999999999
24.175,120.635
24.636999999999997,121.786
22.566999999999997,120.337
25.061999999999998,121.58200000000001
24.149,120.615
22.682,120.32
22.648000000000003,120.35
23.049,120.17399999999999
35.187,128.124
24.123,120.75200000000001
23.238000000000003,120.26700000000001
22.663,120.315
24.143,120.681
37.384,127.305
24.186,120.698
24.285999999999998,120.792
35.25,128.643
24.337,120.664
25.061999999999998,121.45100000000001
37.647,126.78
24.041,120.639
23.031,120.662
24.112,120.667
23.14,120.214
24.11,120.639
23.026,120.256
24.609,120.76100000000001
24.151,120.641
23.138,120.324
35.297,127.955
23.24,120.31700000000001
24.219,120.667
24.982,121.53299999999999
22.72,120.296
22.624000000000002,120.36200000000001
24.191999999999997,120.678
21.004,105.84700000000001
22.613000000000003,120.31299999999999
22.645,120.335
22.759,120.264
22.561,120.391
25.061999999999998,121.45100000000001
24.145,120.65799999999999
22.663,120.49
24.139,120.715
23.055999999999997,120.40299999999999
22.997,120.20299999999999
23.305999999999997,120.36200000000001
23.022,120.561
24.085,120.53200000000001
22.869,120.291
24.171,120.695
22.733,120.32799999999999
24.171999999999997,120.639
22.572,120.32
23.037,120.311
24.345,120.588
22.908,120.213
24.18,120.694
22.656,120.29799999999999
22.879,121.214
22.73,120.346
23.122,120.39299999999999
22.64,120.28200000000001
22.888,120.186
25.0,121.56700000000001
22.64,120.353
24.135,120.678
22.997,120.193
24.131,120.652
22.526,120.34200000000001
23.285999999999998,120.27600000000001
23.305,120.306
24.252,120.835
24.351,120.625
24.235,120.535
22.903000000000002,121.12799999999999
22.991999999999997,120.20100000000001
24.093000000000004,120.546
24.174,120.57799999999999
25.061999999999998,121.45100000000001
24.184,120.529
24.201,121.006
22.653000000000002,120.54700000000001
24.066,120.735
23.16,120.24600000000001
22.621,120.323
25.061999999999998,121.45100000000001
25.061999999999998,121.45100000000001
22.634,120.352
24.136,120.656
24.212,120.709
24.168000000000003,120.759
22.625999999999998,120.29299999999999
24.244,120.609
22.984,120.24
23.134,120.229
24.336,120.6
25.061999999999998,121.45100000000001
24.143,120.649
23.178,120.152
25.061999999999998,121.45100000000001
35.273,128.457
22.96,120.22200000000001
24.15,120.696
23.976,120.63799999999999
22.888,120.48
22.605999999999998,120.337
22.615,120.32
22.625999999999998,120.29799999999999
25.061999999999998,121.45100000000001
22.613000000000003,120.296
24.046999999999997,120.429
23.159000000000002,120.182
34.971,127.795
23.005,120.26700000000001
24.188000000000002,120.70200000000001
35.415,129.067
25.115,121.51899999999999
23.694000000000003,120.536
24.131999999999998,120.649
22.961,120.25399999999999
22.919,120.43
22.515,120.35700000000001
23.717,120.546
24.184,120.602
37.195,127.06700000000001
37.195,127.06700000000001
24.057,120.697
24.255,121.259
23.041999999999998,120.23700000000001
22.621,120.285
22.683000000000003,120.35700000000001
23.065,120.13
25.061999999999998,121.45100000000001
22.956,120.494
24.24,120.79700000000001
24.14,120.715
23.963,120.568
24.104,120.68700000000001
24.139,120.59700000000001
25.061999999999998,121.45100000000001
23.344,120.43700000000001
24.340999999999998,120.62899999999999
22.939,120.333
23.028000000000002,120.199
24.252,120.735
24.143,120.649
23.266,120.446
22.634,120.287
22.629,120.333
22.919,120.21700000000001
24.315,120.69
22.921999999999997,120.234
25.081,121.55
35.304,129.026
24.171,120.895
24.125999999999998,120.512
24.122,120.569
34.942,128.09799999999998
24.226,120.58200000000001
22.916999999999998,120.45200000000001
25.061999999999998,121.45100000000001
24.314,120.719
24.156,120.568
35.318000000000005,127.757
24.677,121.771
37.46,127.1
22.945,120.23
24.785999999999998,121.01299999999999
24.203000000000003,120.725
24.073,120.667
25.061999999999998,121.45100000000001
23.261,120.13799999999999
22.996,120.634
22.834,120.37
24.141,120.639
25.061999999999998,121.45100000000001
24.17,120.619
22.795,120.234
24.35,120.61399999999999
23.006,120.257
24.186,120.61
22.618000000000002,120.329
22.624000000000002,120.35600000000001
23.366,120.366
23.378,120.339
24.1,120.677
24.953000000000003,121.23299999999999
23.101,120.15799999999999
24.180999999999997,120.575
23.691999999999997,120.529
22.849,120.324
22.811,120.398
23.372,120.309
25.061999999999998,121.45100000000001
22.636,120.319
25.061999999999998,121.45100000000001
25.070999999999998,121.36399999999999
24.24,120.81
24.105999999999998,120.68700000000001
24.325,120.75
23.63,121.43799999999999
24.229,120.64299999999999
22.781,120.303
34.897,128.69299999999998
24.158,120.675
22.616,120.36399999999999
24.14,120.64
23.121,120.18
22.584,120.334
22.748,120.37899999999999
22.728,120.29899999999999
23.064,120.389
23.184,120.26799999999999
23.018,120.275
24.074,120.54299999999999
22.608,120.322
25.061999999999998,121.45100000000001
22.963,120.325
22.895,120.225
23.160999999999998,120.135
22.906,120.22200000000001
22.487,120.396
22.989,120.559
24.221,120.632
22.996,120.226
24.195,120.56
24.086,120.538
24.151999999999997,120.655
22.694000000000003,120.301
23.013,120.189
25.033,121.554
22.885,120.579
25.061999999999998,121.45100000000001
23.315,120.32600000000001
24.215999999999998,120.684
22.631999999999998,120.28
23.073,120.67200000000001
24.136,120.63799999999999
25.061999999999998,121.45100000000001
25.061999999999998,121.45100000000001
22.514,120.395
24.862,121.016
25.06,121.57600000000001
24.179000000000002,120.61399999999999
24.135,120.645
22.997,120.54700000000001
22.662,120.29899999999999
35.221,128.56799999999998
22.997,120.221
35.415,129.067
34.985,127.824
22.820999999999998,120.305
24.118000000000002,120.65299999999999
24.159000000000002,120.65899999999999
23.011999999999997,120.18700000000001
35.146,128.55700000000002
24.302,120.72
23.081,120.588
35.205999999999996,128.114
22.576999999999998,120.294
35.345,129.042
22.963,120.236
22.643,120.319
22.753,120.35799999999999
24.311,120.678
22.978,120.15799999999999
25.024,121.514
37.493,127.029
22.686999999999998,120.40799999999999
22.599,120.35
0.536,101.444
24.111,120.695
22.874000000000002,120.26899999999999
25.061999999999998,121.45100000000001
24.201999999999998,120.70299999999999
23.142,120.273
23.03,120.26799999999999
23.254,120.296
24.239,120.70299999999999
23.073,120.16
23.25,120.272
22.581999999999997,120.367
24.156999999999996,120.696
35.171,128.161
23.128,120.294
37.55,126.91
24.125,120.679
22.794,120.361
23.131,120.2
24.214000000000002,120.631
23.33,120.507
24.149,120.681
23.17,120.32600000000001
25.061999999999998,121.45100000000001
23.189,120.19200000000001
25.061999999999998,121.45100000000001
24.215999999999998,120.52600000000001
24.252,120.713
22.614,120.3
34.897,127.87700000000001
24.308000000000003,120.715
24.116,120.663
24.138,120.67299999999999
24.131999999999998,120.72200000000001
22.989,120.21700000000001
22.764,120.243
24.149,120.65100000000001
23.011999999999997,120.21700000000001
22.804000000000002,120.24700000000001
35.231,128.918
23.267,120.24600000000001
25.061999999999998,121.45100000000001
23.375999999999998,120.445
22.648000000000003,120.339
25.061999999999998,121.45100000000001
22.993000000000002,120.645
23.160999999999998,120.34100000000001
25.061999999999998,121.45100000000001
35.416,129.06
22.9,120.553
23.265,120.124
22.506999999999998,120.39299999999999
35.219,128.579
34.948,127.78299999999999
24.348000000000003,120.624
23.074,120.51899999999999
24.613000000000003,121.853
24.089000000000002,120.55
25.037,121.499
24.11,120.59299999999999
22.735,120.29299999999999
23.153000000000002,120.179
24.166999999999998,120.691
34.971,127.795
23.016,120.24799999999999
25.061999999999998,121.45100000000001
23.006999999999998,120.178
24.164,120.649
22.633000000000003,120.359
24.199,120.648
22.646,120.30799999999999
22.656,120.311
22.933000000000003,120.50299999999999
24.112,120.65700000000001
24.627,121.794
22.898000000000003,120.62700000000001
23.184,120.13600000000001
28.524,77.256
25.006999999999998,121.48299999999999
25.061999999999998,121.45100000000001
22.776999999999997,120.405
22.631999999999998,120.29799999999999
24.185,120.667
23.570999999999998,120.29899999999999
24.175,120.617
35.449,129.07399999999998
24.173000000000002,120.696
22.993000000000002,120.213
22.589000000000002,120.32600000000001
35.501999999999995,128.752
22.646,120.32600000000001
25.046,121.507
22.79,120.337
24.138,120.694
22.713,120.292
23.323,120.404
23.309,120.459
25.061999999999998,121.45100000000001
22.784000000000002,120.286
24.299,120.57700000000001
22.563000000000002,120.353
22.69,120.59200000000001
24.348000000000003,120.62700000000001
35.205,128.114
22.855999999999998,120.259
22.504,120.37799999999999
23.086,120.319
24.249000000000002,120.712
23.287,120.20100000000001
35.297,127.955
23.252,120.819
23.275,120.258
22.616999999999997,120.35700000000001
24.114,120.708
24.141,120.65700000000001
23.002,120.15899999999999
25.061999999999998,121.45100000000001
22.614,120.339
22.958000000000002,120.535
22.636,120.353
23.205,120.24
24.662,121.76799999999999
34.948,128.41
34.864000000000004,128.692
23.221999999999998,120.4
24.266,120.566
22.605,120.395
23.531,120.345
24.307,120.714
24.175,120.71600000000001
24.148000000000003,120.67
22.691,120.315
24.112,120.71600000000001
35.219,128.579
23.139,120.13799999999999
24.05,120.552
22.99,120.23200000000001
25.061999999999998,121.45100000000001
24.349,120.656
22.944000000000003,120.414
22.904,120.352
23.185,120.374
24.13,120.667
24.03,120.67299999999999
25.061999999999998,121.45100000000001
24.243000000000002,120.542
22.725,120.331
23.008000000000003,120.21700000000001
23.164,120.17200000000001
22.688000000000002,120.333
22.884,120.53
24.195999999999998,120.74799999999999
22.653000000000002,120.34
22.655,120.42299999999999
23.294,120.38600000000001
25.061999999999998,121.45100000000001
23.214000000000002,120.13600000000001
23.135,120.288
24.391,120.654
22.791,120.29299999999999
23.186999999999998,120.266
22.836,120.28
23.086,120.698
24.05,120.553
25.11,121.536
22.616999999999997,120.35
24.184,120.61
23.009,120.514
22.671999999999997,120.322
22.598000000000003,120.334
24.061,120.64200000000001
23.296999999999997,120.16799999999999
22.941999999999997,120.179
25.061999999999998,121.45100000000001
22.994,120.30799999999999
23.189,120.34200000000001
24.276,120.574
35.235,128.68
24.108,120.64
22.590999999999998,120.36200000000001
23.122,120.199
24.767,120.96799999999999
22.721,120.31299999999999
22.881999999999998,120.329
24.154,120.546
22.638,120.389
24.264,120.82600000000001
34.897,128.69299999999998
22.58,120.425
22.596,120.325
22.91,120.71600000000001
23.186,120.25299999999999
22.982,120.22200000000001
23.1,120.355
24.179000000000002,120.63799999999999
22.608,120.314
24.237,120.87899999999999
24.094,120.647
24.184,120.613
35.169000000000004,128.05700000000002
22.628,120.35700000000001
22.541,120.40799999999999
24.237,120.85
24.179000000000002,120.671
25.061999999999998,121.45100000000001
22.607,120.38799999999999
22.621,120.32600000000001
22.561,120.369
22.608,120.271
35.687,127.91
22.971,120.225
24.301,120.711
23.285999999999998,120.13799999999999
22.679000000000002,120.354
22.583000000000002,120.35
23.136999999999997,120.115
24.111,120.677
24.107,120.62100000000001
22.623,120.40799999999999
22.68,120.304
24.961,121.39200000000001
23.933000000000003,120.669
22.903000000000002,120.181
25.028000000000002,121.556
22.635,120.397
34.876,128.417
24.171999999999997,120.682
35.501999999999995,128.752
22.912,120.26
23.125,120.165
23.6,121.521
25.061999999999998,121.58200000000001
22.776,120.448
25.061999999999998,121.45100000000001
25.057,121.51700000000001
22.625999999999998,120.336
22.622,120.286
24.331999999999997,120.65299999999999
33.588,130.423
22.478,120.411
25.061999999999998,121.45100000000001
23.101,120.117
25.113000000000003,121.51299999999999
24.109,120.68799999999999
24.023000000000003,120.491
23.004,120.23
23.266,120.387
22.913,120.182
23.089000000000002,120.266
25.061999999999998,121.45100000000001
24.229,120.53200000000001
23.296999999999997,120.29799999999999
24.166,120.682
23.08,120.219
25.061999999999998,121.45100000000001
24.785999999999998,120.99700000000001
22.783,120.24700000000001
22.688000000000002,120.43299999999999
22.733,120.24799999999999
23.124000000000002,120.31
24.206,120.819
24.028000000000002,120.697
25.006999999999998,121.32
22.686,120.3
25.029,121.54
22.9,120.54299999999999
22.663,120.286
22.971,120.288
22.979,120.196
35.205,128.69799999999998
34.945,128.19
34.948,127.78299999999999
22.616,120.384
22.962,120.29799999999999
22.799,120.292
23.035999999999998,120.126
25.061999999999998,121.45100000000001
24.069000000000003,120.551
25.061999999999998,121.45100000000001
24.165,120.573
24.266,120.807
23.230999999999998,120.26100000000001
22.987,120.206
24.154,120.719
23.304000000000002,120.319
24.135,120.65700000000001
22.877,120.33200000000001
22.623,120.28200000000001
22.572,120.37100000000001
23.026,120.255
39.171,-86.47399999999999
24.22,120.646
35.199,128.08100000000002
24.151,120.665
23.319000000000003,120.316
22.708000000000002,120.43799999999999
22.590999999999998,120.31700000000001
24.135,120.648
24.158,120.645
35.236999999999995,128.545
24.303,120.70700000000001
36.82,128.616
24.162,120.721
22.504,120.38799999999999
23.213,120.27600000000001
22.721999999999998,120.44200000000001
24.159000000000002,120.706
24.183000000000003,120.67399999999999
24.223000000000003,120.65
23.129,121.4
22.74,120.445
24.241,120.787
23.033,120.302
23.076999999999998,120.429
22.750999999999998,120.311
24.186999999999998,120.61
24.127,120.61399999999999
23.122,120.209
22.895,120.29799999999999
22.76,120.29299999999999
24.886,121.16799999999999
22.59,120.416
25.061999999999998,121.45100000000001
24.17,120.66799999999999
23.0,120.20100000000001
25.035,121.555
24.406999999999996,120.64200000000001
22.91,120.198
24.784000000000002,121.0
22.801,120.23200000000001
24.261999999999997,120.70299999999999
22.989,120.20200000000001
22.75,120.316
25.061999999999998,121.45100000000001
23.076,120.494
23.401,120.435
22.683000000000003,120.288
23.499000000000002,120.384
22.697,120.37200000000001
35.059,127.973
23.037,120.255
23.322,120.27
25.061999999999998,121.45100000000001
22.982,120.238
22.973000000000003,120.215
24.791,120.99600000000001
24.147,120.63799999999999
